Date,ERIC-B.ST,VOLV-B.ST,ATCO-B.ST,SAND.ST,SKF-B.ST,SWED-A.ST,SSAB-B.ST,NIBE-B.ST,ALFA.ST,HEXA-B.ST,INDU-C.ST,ESSITY-B.ST,TELIA.ST,SECU-B.ST,SCA-B.ST,KINV-B.ST,NDA-SE.ST,SHB-A.ST,SEB-A.ST,SINCH.ST,GETI-B.ST,LATO-B.ST,LIFCO-B.ST,BURE.ST,INVE-B.ST,EVO.ST,SWEC-B.ST,SKA-B.ST,HUSQ-B.ST,ABB.ST,AAPL,MSFT,GOOGL,AMZN,META,NVDA,JPM,V,MA,PG,JNJ,UNH,HD,BAC,XOM,CVX,LLY,ABBV,AVGO,COST,PEP,KO,TMO,ORCL,CRM,AMD,QCOM,TXN,WMT,MCD
2025-05-06,6518502.0,4302796.0,3240230.0,2041021.0,1610563.0,2271903.0,2815913.0,7042919.0,1038003.0,4857926.0,537105.0,1271221.0,12471023.0,1008836.0,1402143.0,1689591.0,3555034.0,7423478.0,4662393.0,3566883.0,983242.0,170845.0,292796.0,36147.0,3712854.0,914994.0,137344.0,800593.0,1999101.0,706964.0,51216500.0,15104200.0,21277200.0,29314100.0,10600700.0,158525600.0,6369900.0,3438500.0,2341700.0,7703800.0,8644200.0,7858600.0,2299700.0,29541800.0,16303400.0,9916200.0,5982000.0,9392000.0,16348800.0,1381200.0,6889900.0,12705500.0,4070200.0,5108600.0,4681600.0,54264300.0,6957900.0,4531400.0,10626000.0,2691700.0
2025-05-07,7796894.0,2895124.0,2107021.0,2468457.0,1872715.0,3112882.0,2624229.0,6133096.0,688031.0,4887190.0,438617.0,1483019.0,7363063.0,1546142.0,1470601.0,1239142.0,3231039.0,5537412.0,3630561.0,4674295.0,805992.0,232024.0,405085.0,32248.0,3385281.0,1255061.0,181142.0,1049636.0,2227609.0,601570.0,68536700.0,23295300.0,127490100.0,43948600.0,13139100.0,206758800.0,8724100.0,5454000.0,2493700.0,6430000.0,7853100.0,8517200.0,2657200.0,30925900.0,12332200.0,8422100.0,3807800.0,5771700.0,20253700.0,1316000.0,6313200.0,15018200.0,2959400.0,6049600.0,4267600.0,86474400.0,10196400.0,5669700.0,11301300.0,2725900.0
2025-05-08,5668327.0,2485628.0,1917499.0,1611986.0,1307223.0,2204814.0,3811125.0,7901109.0,613544.0,3540234.0,499024.0,1214005.0,9264138.0,2819456.0,1430701.0,1057671.0,2637033.0,4389801.0,2570306.0,26999926.0,746714.0,342446.0,380072.0,56699.0,3547556.0,1085020.0,189615.0,887490.0,1505892.0,481715.0,50478900.0,23491300.0,57498700.0,41043600.0,14622800.0,198428100.0,8320100.0,4156400.0,2004300.0,7230800.0,7606100.0,7218300.0,3035800.0,41861700.0,19196500.0,8669300.0,6162000.0,8816700.0,18460900.0,1882600.0,6392400.0,14371100.0,3013600.0,6113600.0,4789900.0,54231400.0,8489100.0,5171200.0,14461100.0,2131500.0
2025-05-09,4388823.0,1890759.0,1371547.0,1589335.0,1402414.0,2155995.0,3151423.0,5207481.0,465574.0,3943763.0,270069.0,1543178.0,5824811.0,1290342.0,938275.0,826019.0,2672041.0,4505958.0,2134793.0,13445247.0,810210.0,189703.0,189181.0,51725.0,2198796.0,845159.0,119835.0,572646.0,1149989.0,371529.0,36453900.0,15324200.0,32435300.0,29663100.0,10427300.0,132972200.0,5087600.0,3086600.0,1528000.0,6453200.0,6520400.0,8381100.0,1970700.0,27222800.0,10992100.0,5965700.0,4072600.0,7806100.0,13289200.0,1176700.0,4770500.0,11228900.0,2318700.0,4707100.0,4324200.0,31704300.0,6217100.0,8655100.0,13697800.0,1917800.0
2025-05-12,7818821.0,4597997.0,3884491.0,3416132.0,2767746.0,3055191.0,5146913.0,10790933.0,844980.0,7414550.0,552342.0,1651356.0,15490051.0,1091708.0,1595852.0,3733826.0,4110407.0,7397137.0,4193886.0,8746043.0,1084616.0,184478.0,267364.0,95662.0,4475500.0,1298319.0,172364.0,929991.0,2087695.0,1153870.0,63775800.0,22821900.0,44138800.0,75205000.0,21965100.0,225023300.0,9603900.0,7985400.0,3000300.0,7378400.0,9023800.0,11004800.0,3831400.0,44875100.0,14244600.0,8028200.0,9176100.0,12792700.0,25437700.0,2069000.0,8392700.0,21539000.0,3716400.0,7875500.0,5937400.0,50543400.0,11414600.0,16210400.0,26783900.0,4137900.0
2025-05-13,7537050.0,5610527.0,3829973.0,2696106.0,2174153.0,2042280.0,3006636.0,8356801.0,755148.0,6990322.0,323567.0,1738837.0,9721200.0,4173724.0,1718652.0,1510361.0,2801736.0,5060970.0,2943402.0,8572491.0,963639.0,205296.0,249931.0,69468.0,3691841.0,944473.0,193821.0,977210.0,955356.0,680442.0,51909300.0,23618800.0,42382100.0,56193700.0,18570800.0,330430100.0,8589000.0,5406200.0,2370200.0,7780800.0,10549600.0,59478300.0,2726800.0,43232500.0,13350800.0,8536800.0,4523900.0,7523800.0,28790500.0,2917000.0,8650200.0,14389100.0,2726900.0,11955200.0,6711600.0,55659500.0,10160900.0,9837500.0,19746700.0,3018600.0
2025-05-14,7104328.0,2977826.0,3136357.0,2188306.0,1916792.0,1883204.0,3275121.0,8301755.0,710562.0,4851862.0,346706.0,1558853.0,9052383.0,878382.0,1552081.0,1814532.0,2944585.0,4741163.0,2679108.0,10882768.0,794708.0,168467.0,249582.0,59703.0,3980195.0,999696.0,384392.0,752549.0,1223256.0,773045.0,49325800.0,19902800.0,48755900.0,38492100.0,12348200.0,281180800.0,8643100.0,6207600.0,2237500.0,5988900.0,10216000.0,40029600.0,2587400.0,42419500.0,15494900.0,6453600.0,7558500.0,12212000.0,19751400.0,2215000.0,10463000.0,16286800.0,3201100.0,7499400.0,7926200.0,86743700.0,6971200.0,6552300.0,25620100.0,2656600.0
2025-05-15,6236110.0,2827218.0,2869817.0,1495996.0,863803.0,2120541.0,3263949.0,21733921.0,489311.0,4104472.0,425086.0,1857991.0,9213544.0,686595.0,1302570.0,1509833.0,3383323.0,4822714.0,2903518.0,4423704.0,553916.0,168124.0,229069.0,141222.0,3231908.0,637067.0,122682.0,623434.0,698816.0,756425.0,45029500.0,21992300.0,33146700.0,64347300.0,14341800.0,226632600.0,9214600.0,5826100.0,2034200.0,8727300.0,7945800.0,121849200.0,2830500.0,47379400.0,15004300.0,7545400.0,5212900.0,12073300.0,18803700.0,2470700.0,9165100.0,19817100.0,4129600.0,10169200.0,4635600.0,43843200.0,6941200.0,5534000.0,44026100.0,2928500.0
2025-05-16,5810574.0,2921073.0,1757019.0,1824177.0,1416935.0,2614174.0,3302445.0,16461392.0,621794.0,3631556.0,735926.0,1870635.0,9653564.0,749112.0,1262624.0,1781985.0,2841385.0,4312016.0,3115750.0,5135974.0,686507.0,174004.0,216031.0,73843.0,4597267.0,742635.0,204273.0,833086.0,1104037.0,728974.0,54737900.0,23849800.0,42846900.0,43318500.0,18519000.0,226542500.0,8932900.0,5838100.0,2225900.0,7100800.0,8051200.0,71094300.0,3129100.0,49488100.0,14042500.0,8200100.0,4645100.0,6152800.0,23094600.0,2033700.0,8896400.0,18441200.0,2498200.0,8515500.0,3846000.0,43419700.0,6668000.0,4518700.0,33746200.0,2636900.0
2025-05-19,4511358.0,2557675.0,1323466.0,1450474.0,1190386.0,2740901.0,3243934.0,7361801.0,358542.0,3475541.0,292297.0,1269103.0,7492727.0,635772.0,1423119.0,1161534.0,2634279.0,4915787.0,2419846.0,5368933.0,426145.0,203726.0,286019.0,125827.0,3192148.0,900732.0,108754.0,642917.0,1585642.0,542892.0,46140500.0,21336500.0,30426100.0,34314800.0,9592400.0,193154600.0,12145000.0,5081500.0,1875500.0,8119900.0,12639900.0,62524700.0,4428200.0,37915700.0,16802700.0,7713600.0,4062700.0,5216700.0,15355500.0,1879800.0,9406200.0,13282800.0,1665000.0,10268900.0,5781200.0,37737400.0,7241100.0,6460900.0,20041600.0,2748600.0
2025-05-20,5319473.0,1914037.0,1390123.0,1981148.0,1488523.0,2264718.0,4120908.0,7006921.0,687869.0,3469785.0,356875.0,1834053.0,10527780.0,823008.0,1996699.0,1360159.0,2470104.0,5140737.0,2463730.0,3544138.0,530869.0,101490.0,153713.0,53083.0,2567356.0,609693.0,161837.0,551355.0,1108544.0,559566.0,42496600.0,15441800.0,46607700.0,29470400.0,6743500.0,161514200.0,8436300.0,5281400.0,1964300.0,5576600.0,7351500.0,41487000.0,6287400.0,33424300.0,12429300.0,6503900.0,3873500.0,5505100.0,11787200.0,2271200.0,7624200.0,12137800.0,2142000.0,7576400.0,4032300.0,29030800.0,5269500.0,5289200.0,15609600.0,2035000.0
2025-05-21,5775030.0,3272869.0,1781211.0,3816765.0,1142339.0,1890771.0,2748389.0,5506773.0,926081.0,3941693.0,474063.0,1503632.0,6858982.0,877009.0,1319637.0,1248510.0,4218085.0,5866365.0,3061459.0,8024368.0,536193.0,188468.0,184097.0,43816.0,3392443.0,627314.0,186141.0,644339.0,957119.0,826208.0,59211800.0,19216900.0,73416000.0,42460900.0,11464600.0,270608700.0,7464000.0,6125500.0,2505300.0,6424200.0,7032200.0,45506900.0,3966000.0,55594100.0,16716100.0,9073200.0,4060000.0,5140900.0,17642900.0,1438900.0,9243700.0,12094400.0,2965800.0,6011000.0,5689800.0,43594600.0,9684500.0,8977400.0,15742300.0,2386700.0
2025-05-22,4610189.0,3584967.0,2895517.0,2334436.0,946676.0,2727434.0,4089704.0,6074252.0,666112.0,4018925.0,570841.0,1501275.0,7422723.0,1132867.0,2535014.0,1452433.0,2449700.0,4425310.0,4686680.0,7614314.0,690041.0,192551.0,269011.0,57423.0,4818558.0,639791.0,178610.0,780717.0,1364336.0,746739.0,46742400.0,18025600.0,74864400.0,38938900.0,8228400.0,187344000.0,6514100.0,4936600.0,1869900.0,6245600.0,7535300.0,27159600.0,2957300.0,29026200.0,13417400.0,8877600.0,4249900.0,4689200.0,14340200.0,1660900.0,7140200.0,11101800.0,2891400.0,7603300.0,6642700.0,29252000.0,9539100.0,7500800.0,13712200.0,2642000.0
2025-05-23,4875032.0,3226078.0,1855003.0,1489752.0,1141769.0,2220159.0,3487905.0,5115227.0,609558.0,5053008.0,340204.0,1298025.0,6710080.0,650424.0,1122236.0,1330753.0,4250743.0,4052650.0,3492316.0,5387366.0,1520728.0,242182.0,213955.0,60170.0,3731890.0,720320.0,295477.0,510190.0,736763.0,837114.0,78432900.0,16883500.0,35211400.0,33393500.0,8454100.0,198821300.0,6671800.0,5345900.0,1948800.0,5349800.0,6727300.0,16873600.0,3115000.0,34875100.0,12061600.0,7025900.0,2635700.0,4027000.0,15385600.0,1413900.0,8122500.0,12822100.0,2318100.0,6527500.0,8887800.0,30867300.0,8994600.0,7416700.0,13668600.0,2701500.0
2025-05-26,1665470.0,1891330.0,749873.0,972430.0,479900.0,1125970.0,2784297.0,3004675.0,251221.0,1795428.0,206006.0,506547.0,3771229.0,272713.0,493178.0,774337.0,1240521.0,1884864.0,2334586.0,3006615.0,302250.0,119386.0,129443.0,27466.0,1848051.0,384424.0,128873.0,363922.0,559542.0,326737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-27,4282187.0,4509129.0,1111663.0,1063422.0,1007364.0,2556965.0,2711523.0,5182326.0,334365.0,4177248.0,180389.0,1075685.0,6700413.0,494461.0,783711.0,1563607.0,1690325.0,3785443.0,2810532.0,4420819.0,351097.0,177842.0,141740.0,43341.0,2478454.0,571798.0,280310.0,635278.0,1025088.0,499278.0,56288500.0,20974300.0,37995700.0,34892000.0,9508400.0,192953600.0,7506600.0,6316000.0,2655200.0,11423800.0,6990700.0,20144600.0,3998500.0,36322000.0,13043600.0,8348900.0,3792700.0,5726700.0,17941700.0,1868200.0,13974800.0,10666100.0,2705700.0,6976800.0,10958000.0,37885000.0,9788800.0,7939400.0,17180900.0,2526700.0
